,Condominio,Aluguel,IPTU,Seguro Incendio,Total,Cidade,Area
3119,R$0,"R$1,086",R$163,R$17,"R$1,266",1,70
3120,"R$4,180","R$5,000","R$1,550",R$64,"R$10,790",1,217
3121,"R$2,700","R$10,200",R$667,R$130,"R$13,700",1,178
3122,R$850,"R$2,300",R$0,R$30,"R$3,180",1,95
3123,"R$1,305","R$3,762",Incluso,R$27,"R$5,094",1,102
3124,R$0,"R$2,188",R$0,R$10,"R$2,198",1,80
3125,"R$1,709","R$5,750",R$727,R$73,"R$8,259",1,212
3126,R$550,"R$2,900",R$46,R$13,"R$3,509",1,34
3127,"R$3,000","R$6,700","R$1,420",R$85,"R$11,210",1,300
3128,"R$3,120","R$8,000","R$1,034",R$102,"R$12,260",1,220
3129,R$500,"R$3,949",R$0,R$51,"R$4,500",1,54
3130,R$740,"R$1,700",R$34,R$22,"R$2,496",1,65
3131,Sem info,"R$1,500",R$76,R$23,"R$1,599",1,45
3132,R$402,"R$1,396",R$0,R$18,"R$1,816",1,26
3133,R$410,"R$1,499",R$111,R$19,"R$2,039",1,52
3134,R$255,"R$1,300",R$19,R$17,"R$1,591",1,32
3135,R$650,"R$2,150",R$9,R$28,"R$2,837",1,130
3136,R$382,"R$2,100",R$40,R$27,"R$2,549",1,23
3137,R$0,"R$2,900",R$334,R$44,"R$3,278",1,200
3138,"R$1,325","R$4,500",R$347,R$58,"R$6,230",1,157
3139,"R$1,100","R$4,500",R$384,R$58,"R$6,042",1,130
3140,R$650,"R$1,400",R$4,R$18,"R$2,072",1,82
3141,R$0,"R$2,720",R$138,R$41,"R$2,899",1,100
3142,R$0,"R$8,499","R$1,000",R$128,"R$9,627",1,845
3143,R$150,"R$2,200",R$102,R$28,"R$2,480",1,70
3144,R$752,"R$9,800",R$265,R$125,"R$10,940",1,100
3145,"R$1,100","R$1,500",R$84,R$20,"R$2,704",1,110
3146,R$550,R$580,R$43,R$8,"R$1,181",0,46
3147,R$0,"R$6,000",R$75,R$91,"R$6,166",1,250
3148,R$370,"R$1,247",R$0,R$9,"R$1,626",1,27
3149,"R$1,100","R$3,000",R$59,R$39,"R$4,198",1,140
3150,"R$1,148","R$3,100",R$464,R$40,"R$4,752",1,77
3151,R$0,"R$5,000",R$875,R$76,"R$5,951",1,550
3152,R$530,"R$1,700",R$73,R$22,"R$2,325",1,50
3153,"R$1,352","R$1,900",R$150,R$25,"R$3,427",1,42
3154,"R$3,500","R$10,000","R$1,667",R$127,"R$15,290",1,420
3155,"R$1,900","R$7,000","R$1,225",R$89,"R$10,210",1,203
3156,R$0,"R$3,084",R$167,R$47,"R$3,298",1,180
3157,"R$3,200","R$4,800",R$928,R$61,"R$8,989",1,270
3158,"R$2,000","R$7,200",R$900,R$92,"R$10,190",1,180
3159,R$993,"R$5,500",R$141,R$70,"R$6,704",1,24
3160,R$450,"R$1,800",R$125,R$23,"R$2,398",1,62
3161,"R$1,200","R$5,646",R$499,R$72,"R$7,417",1,85
3162,"R$1,650","R$4,500",R$500,R$58,"R$6,708",1,120
3163,R$260,R$900,R$25,R$12,"R$1,197",0,47
3164,"R$1,060","R$2,200",R$201,R$28,"R$3,489",0,180
3165,"R$3,500","R$8,000","R$1,125",R$102,"R$12,730",1,216
3166,R$0,"R$8,700","R$1,311",R$131,"R$10,140",1,300
3167,R$0,"R$6,000",R$34,R$91,"R$6,125",1,226
3168,R$0,"R$1,520",R$125,R$23,"R$1,668",1,70
3169,Sem info,"R$1,700",R$200,R$26,"R$1,926",0,100
3170,R$383,"R$2,050",R$40,R$26,"R$2,499",1,23
3171,"R$6,000","R$3,750","R$1,667",R$48,"R$11,470",1,600
3172,Sem info,"R$7,700",R$430,R$116,"R$8,246",0,550
3173,R$420,R$870,R$24,R$12,"R$1,326",1,30
3174,R$870,"R$3,000",R$290,R$39,"R$4,199",1,126
3175,R$0,"R$4,000",R$334,R$61,"R$4,395",1,340
3176,"R$2,027","R$5,500",R$974,R$70,"R$8,571",1,239
3177,R$714,"R$3,445",R$0,R$19,"R$4,178",1,50
3178,"R$7,400","R$8,500","R$3,368",R$108,"R$19,380",1,600
3179,R$700,"R$1,280",R$24,R$17,"R$2,021",0,63
3180,R$650,"R$1,236",R$34,R$16,"R$1,936",1,62
3181,R$0,"R$3,500",R$608,R$53,"R$4,161",0,202
3182,"R$4,200","R$9,700","R$1,334",R$123,"R$15,360",1,275
3183,R$398,"R$1,900",R$19,R$25,"R$2,342",1,44
3184,R$550,"R$1,600",R$5,R$21,"R$2,176",1,69
3185,"R$2,121","R$6,800",R$400,R$87,"R$9,408",1,48
3186,R$900,"R$2,066",R$92,R$27,"R$3,085",1,90
3187,"R$1,475","R$2,000",R$171,R$26,"R$3,672",1,140
3188,R$826,"R$3,220",R$0,R$15,"R$4,061",1,100
3189,R$0,"R$4,250",R$380,R$64,"R$4,694",1,242
3190,"R$1,413","R$2,400",R$597,R$31,"R$4,441",1,130
3191,R$620,"R$1,350",R$0,R$18,"R$1,988",1,47
3192,"R$1,110","R$4,000",R$375,R$51,"R$5,536",1,100
3193,R$840,"R$2,500",R$379,R$32,"R$3,751",1,88
3194,R$602,"R$1,800",R$130,R$23,"R$2,555",1,20
3195,R$0,"R$1,300",R$0,R$17,"R$1,317",1,40
3196,R$420,"R$3,200",R$0,R$41,"R$3,661",1,43
3197,"R$1,118","R$2,500",R$112,R$32,"R$3,762",1,100
3198,R$834,"R$5,500",R$297,R$70,"R$6,701",1,110
3199,R$0,"R$1,000",R$84,R$16,"R$1,100",1,25
3200,R$530,"R$2,000",R$35,R$26,"R$2,591",1,48
3201,"R$1,316","R$2,210",R$531,R$28,"R$4,085",1,130
3202,R$382,"R$2,100",R$40,R$27,"R$2,549",1,23
3203,R$750,"R$1,260",R$59,R$16,"R$2,085",1,62
3204,Sem info,"R$1,650",R$0,R$25,"R$1,675",1,38
3205,"R$1,884","R$5,850",R$472,R$75,"R$8,281",1,100
3206,R$0,"R$11,000",R$317,R$166,"R$11,480",1,190
3207,R$450,"R$1,100",R$450,R$14,"R$2,014",1,37
3208,"R$3,200","R$6,400","R$1,400",R$82,"R$11,080",1,240
3209,"R$1,500","R$1,900",R$377,R$25,"R$3,802",1,120
3210,"R$1,100","R$3,500",R$584,R$45,"R$5,229",1,130
3211,R$911,"R$1,400",R$0,R$18,"R$2,329",1,80
3212,R$550,"R$3,000",R$100,R$39,"R$3,689",0,80
3213,R$560,"R$4,200",R$200,R$54,"R$5,014",1,58
3214,R$620,"R$3,960",R$0,R$51,"R$4,631",1,110
3215,R$450,"R$2,400",R$0,R$31,"R$2,881",1,40
3216,R$0,"R$7,000",R$834,R$106,"R$7,940",1,362
3217,"R$2,000","R$3,952",R$459,R$51,"R$6,462",1,412
3218,"R$2,300","R$5,000",R$92,R$64,"R$7,456",1,160
3219,R$620,"R$2,400",R$24,R$31,"R$3,075",1,55
3220,R$0,"R$4,500",R$365,R$68,"R$4,933",1,200
3221,"R$1,260","R$3,730",R$955,R$48,"R$5,993",1,165
3222,R$0,"R$1,300",R$70,R$17,"R$1,387",1,65
3223,"R$1,800","R$7,500",R$0,R$96,"R$9,396",0,230
3224,R$800,"R$3,320",R$123,R$42,"R$4,285",1,86
3225,R$970,"R$3,860",R$113,R$49,"R$4,992",1,122
3226,R$480,"R$1,800",R$58,R$23,"R$2,361",1,51
3227,"R$1,337","R$3,570",R$140,R$46,"R$5,093",1,94
3228,R$520,"R$1,150",R$109,R$15,"R$1,794",0,80
3229,R$560,"R$6,000",R$250,R$43,"R$6,853",1,85
3230,"R$1,500","R$4,500",R$0,R$58,"R$6,058",1,130
3231,R$392,"R$2,100",R$41,R$27,"R$2,560",1,23
3232,R$0,"R$1,000",R$34,R$16,"R$1,050",1,60
3233,R$260,"R$2,100",R$0,R$27,"R$2,387",1,75
3234,R$600,"R$1,800",R$121,R$23,"R$2,544",1,55
3235,"R$2,900","R$7,000","R$1,225",R$89,"R$11,210",1,240
3236,"R$1,011","R$3,500",R$247,R$45,"R$4,803",1,119
3237,"R$3,790","R$10,000","R$1,514",R$127,"R$15,430",1,278
3238,R$670,"R$2,000",R$6,R$26,"R$2,702",1,69
3239,R$0,"R$2,000",R$0,R$26,"R$2,026",0,100
3240,R$705,"R$1,750",R$0,R$23,"R$2,478",1,55
3241,R$500,"R$2,290",R$0,R$30,"R$2,820",1,76
3242,"R$2,247","R$8,500","R$1,000",R$33,"R$11,780",1,200
3243,R$480,"R$1,250",R$67,R$16,"R$1,813",0,86
3244,R$890,"R$5,000",R$260,R$64,"R$6,214",1,87
3245,R$0,"R$2,000",R$18,R$31,"R$2,049",1,80
3246,R$570,"R$1,500",R$67,R$20,"R$2,157",1,57
3247,R$480,R$500,R$14,R$7,"R$1,001",0,35
3248,"R$1,064","R$1,200",R$0,R$16,"R$2,280",1,60
3249,R$0,"R$2,300",R$188,R$35,"R$2,523",1,180
3250,R$367,"R$1,100",R$34,R$14,"R$1,515",0,45
3251,R$450,"R$11,000",R$350,R$166,"R$11,970",1,320
3252,"R$3,000","R$15,000","R$1,265",R$191,"R$19,460",1,350
3253,R$230,"R$1,050",R$31,R$14,"R$1,325",1,67
3254,"R$2,500","R$8,300",R$700,R$106,"R$11,610",1,178
3255,R$286,"R$1,099",R$23,R$14,"R$1,422",0,54
3256,R$225,R$900,R$156,R$14,"R$1,295",1,50
3257,R$0,"R$12,000",R$334,R$181,"R$12,520",1,450
3258,"R$1,500","R$5,200",R$34,R$66,"R$6,800",0,138
3259,"R$1,650","R$2,500",R$434,R$32,"R$4,616",1,129
3260,"R$1,000","R$3,890",R$356,R$50,"R$5,296",1,118
3261,"R$3,500","R$5,500","R$1,834",R$70,"R$10,900",1,340
3262,"R$2,780","R$10,200","R$1,760",R$154,"R$14,890",1,383
3263,R$0,"R$2,200",R$5,R$28,"R$2,233",1,13
3264,"R$1,800","R$9,500",R$500,R$121,"R$11,920",1,167
3265,"R$7,000","R$12,000",R$0,R$153,"R$19,150",1,399
3266,R$560,"R$1,100",R$45,R$14,"R$1,719",0,46
3267,R$850,"R$1,450",R$100,R$19,"R$2,419",1,74
3268,R$0,"R$14,200","R$2,250",R$214,"R$16,660",1,800
3269,"R$2,200","R$8,900",R$782,R$113,"R$12,000",1,180
3270,"R$1,512","R$6,000",R$380,R$77,"R$7,969",1,180
3271,R$0,"R$9,000",R$0,R$126,"R$9,126",1,303
3272,R$781,"R$2,970",R$92,R$38,"R$3,881",1,45
3273,"R$1,200","R$3,800",R$292,R$49,"R$5,341",1,220
3274,R$700,"R$1,300",R$0,R$17,"R$2,017",0,70
3275,"R$1,350","R$5,600",R$85,R$71,"R$7,106",1,101
3276,R$438,"R$1,440",R$51,R$19,"R$1,948",1,72
3277,"R$2,500","R$2,000",R$275,R$26,"R$4,801",0,200
3278,"R$3,200","R$8,500","R$5,000",R$108,"R$16,810",1,250
3279,R$0,"R$1,700",R$314,R$26,"R$2,040",1,126
3280,R$0,"R$15,000","R$1,000",R$226,"R$16,230",1,290
3281,R$0,"R$2,200",R$200,R$34,"R$2,434",1,166
3282,R$813,"R$2,957",R$38,R$38,"R$3,846",1,133
3283,"R$1,900","R$3,800","R$1,100",R$49,"R$6,849",1,208
3284,"R$1,033","R$6,400",R$709,R$82,"R$8,224",1,178
3285,R$450,"R$1,650",R$93,R$21,"R$2,214",1,49
3286,R$528,"R$1,861",R$0,R$7,"R$2,396",1,42
3287,R$0,"R$3,700",R$452,R$56,"R$4,208",1,236
3288,R$0,R$820,R$8,R$13,R$841,1,50
3289,R$310,"R$1,137",R$41,R$8,"R$1,496",1,45
3290,R$900,"R$4,600",R$100,R$59,"R$5,659",1,60
3291,"R$2,200","R$2,500",R$542,R$32,"R$5,274",1,180
3292,R$762,"R$2,083",R$154,R$27,"R$3,026",1,68
3293,R$500,"R$1,248",R$0,R$16,"R$1,764",1,35
3294,"R$2,145","R$5,000",R$871,R$64,"R$8,080",1,170
3295,R$850,"R$5,500",R$445,R$70,"R$6,865",1,101
3296,R$1,"R$1,587",R$0,R$21,"R$1,609",1,35
3297,"R$3,300","R$3,500","R$1,000",R$45,"R$7,845",1,155
3298,"R$1,787","R$3,800",R$639,R$49,"R$6,275",1,213
3299,R$0,"R$2,200",R$8,R$34,"R$2,242",1,110
3300,R$600,"R$2,000",R$0,R$26,"R$2,626",1,70
3301,R$350,R$550,R$12,R$7,R$919,0,44
3302,R$550,"R$2,240",R$105,R$29,"R$2,924",1,73
3303,"R$200,000","R$20,000","R$1,834",R$254,"R$222,100",1,285
3304,R$0,R$780,R$17,R$12,R$809,1,40
3305,R$800,"R$8,950",R$250,R$114,"R$10,110",1,330
3306,"R$1,301","R$2,400",R$250,R$31,"R$3,982",1,140
3307,"R$1,300","R$4,440",R$289,R$57,"R$6,086",1,120
3308,R$0,"R$2,430",R$0,R$37,"R$2,467",1,60
3309,"R$1,800","R$12,500","R$1,084",R$159,"R$15,540",1,311
3310,R$790,"R$2,650",R$234,R$34,"R$3,708",1,92
3311,R$0,"R$4,200",R$300,R$64,"R$4,564",1,380
3312,R$853,"R$3,063",R$197,R$13,"R$4,126",1,69
3313,R$862,"R$2,514",R$0,R$32,"R$3,408",1,60
3314,"R$1,225","R$2,600",R$182,R$33,"R$4,040",0,85
3315,"R$1,800","R$2,400",R$486,R$31,"R$4,717",1,140
3316,R$600,"R$1,500",R$0,R$20,"R$2,120",1,50
3317,R$0,R$885,R$0,R$12,R$897,1,25
3318,R$0,"R$4,300",R$542,R$65,"R$4,907",1,250
3319,"R$2,180","R$15,000",R$850,R$191,"R$18,220",1,178
3320,"R$2,600","R$11,000",R$475,R$140,"R$14,220",1,145
3321,R$290,"R$1,684",R$0,R$6,"R$1,980",1,36
3322,"R$1,357","R$1,750",R$210,R$23,"R$3,340",0,144
3323,Incluso,"R$1,300",R$50,R$20,"R$1,370",1,70
3324,R$350,"R$3,300",R$0,R$42,"R$3,692",1,30
3325,R$580,"R$2,100",R$41,R$27,"R$2,748",1,53
3326,"R$1,200","R$7,600",R$55,R$115,"R$8,970",0,350
3327,Incluso,"R$2,060",R$0,R$27,"R$2,087",1,30
3328,R$0,"R$2,700",R$42,R$35,"R$2,777",1,17
3329,"R$1,750","R$3,200",R$167,R$41,"R$5,158",1,200
3330,R$0,"R$1,100",R$125,R$17,"R$1,242",1,100
3331,"R$1,393","R$6,156",R$172,R$78,"R$7,799",1,127
3332,R$389,"R$1,480",R$52,R$19,"R$1,940",1,58
3333,R$160,R$620,R$15,R$8,R$803,1,25
3334,R$643,"R$3,700",R$299,R$47,"R$4,689",0,92
3335,"R$5,500","R$15,000","R$1,942",R$191,"R$22,630",1,320
3336,R$290,"R$1,200",R$82,R$16,"R$1,588",0,82
3337,R$980,"R$6,000",R$250,R$77,"R$7,307",1,65
3338,R$0,"R$1,439",R$52,R$22,"R$1,513",1,80
3339,R$773,"R$3,148",R$0,R$11,"R$3,932",1,50
3340,R$580,"R$1,100",R$100,R$14,"R$1,794",1,50
3341,R$435,"R$1,650",R$0,R$12,"R$2,097",1,20
3342,Sem info,"R$2,100",R$293,R$32,"R$2,425",0,164
3343,Incluso,"R$15,000",R$0,R$191,"R$15,190",1,260
3344,R$0,R$960,R$0,R$15,R$975,1,40
3345,R$0,"R$2,000",R$166,R$31,"R$2,197",0,200
3346,R$302,"R$2,050",R$45,R$26,"R$2,423",1,22
3347,"R$1,800","R$6,500","R$1,000",R$83,"R$9,383",1,390
3348,R$0,"R$4,000",R$409,R$61,"R$4,470",1,141
3349,R$380,"R$1,850",R$0,R$24,"R$2,254",1,55
3350,R$743,"R$1,300",R$22,R$17,"R$2,082",1,55
3351,R$1,"R$3,800",R$450,R$58,"R$4,309",0,300
3352,R$590,"R$4,169",R$241,R$53,"R$5,053",0,96
3353,R$0,"R$3,500",R$98,R$53,"R$3,651",1,100
3354,R$496,"R$1,200",R$0,R$16,"R$1,712",1,50
3355,R$0,"R$2,200",R$167,R$34,"R$2,401",0,250
3356,R$706,"R$1,120",R$100,R$15,"R$1,941",0,74
3357,R$749,"R$2,500",R$45,R$32,"R$3,326",1,62
3358,R$430,"R$1,300",R$17,R$17,"R$1,764",1,70
3359,R$0,"R$1,720",R$0,R$22,"R$1,742",1,18
3360,"R$1,000","R$5,500",R$0,R$70,"R$6,570",1,80
3361,R$609,"R$1,500",R$90,R$20,"R$2,219",0,62
3362,R$474,"R$1,000",R$43,R$13,"R$1,530",0,77
3363,"R$1,000","R$3,007",R$84,R$39,"R$4,130",1,86
3364,R$480,"R$1,630",R$42,R$21,"R$2,173",1,56
3365,R$525,"R$3,000",R$0,R$22,"R$3,547",1,69
3366,"R$1,280","R$2,400",R$334,R$31,"R$4,045",1,126
3367,R$800,"R$2,960",R$0,R$38,"R$3,798",1,70
3368,R$0,"R$6,500",R$667,R$98,"R$7,265",1,205
3369,R$650,"R$1,727",R$0,R$6,"R$2,383",1,70
3370,"R$1,752","R$6,200",R$634,R$79,"R$8,665",1,130
3371,R$0,"R$1,920",R$79,R$29,"R$2,028",1,63
3372,R$359,"R$2,100",R$70,R$27,"R$2,556",1,36
3373,"R$1,270","R$3,500",R$434,R$45,"R$5,249",1,102
3374,R$680,"R$2,300",R$200,R$30,"R$3,210",1,49
3375,"R$3,000","R$12,500",R$125,R$159,"R$15,780",1,360
3376,R$250,"R$1,173",R$0,R$7,"R$1,448",1,16
3377,"R$1,150","R$8,500",R$212,R$108,"R$9,970",1,120
3378,R$680,"R$8,000",R$328,R$121,"R$9,129",0,330
3379,Sem info,R$980,R$0,R$13,R$993,1,40
3380,"R$1,600","R$6,000",R$334,R$77,"R$8,011",1,188
3381,R$0,"R$45,000","R$8,750",R$677,"R$54,430",1,700
3382,"R$1,300","R$8,700",R$417,R$111,"R$10,530",1,105
3383,R$0,"R$9,900",R$620,R$149,"R$10,670",1,230
3384,R$350,"R$1,600",R$55,R$21,"R$2,026",1,60
3385,R$230,"R$1,300",R$50,R$17,"R$1,597",1,70
3386,R$385,R$940,R$20,R$12,"R$1,357",0,55
3387,R$980,"R$6,300",R$491,R$80,"R$7,851",1,100
3388,R$0,"R$3,500",R$165,R$45,"R$3,710",1,270
3389,R$659,"R$2,600",R$145,R$10,"R$3,414",1,36
3390,"R$1,544","R$6,500",R$520,R$83,"R$8,647",1,105
3391,Sem info,"R$4,000",R$24,R$61,"R$4,085",1,120
3392,R$0,R$850,R$9,R$11,R$870,1,16
3393,"R$3,000","R$10,000","R$1,167",R$127,"R$14,290",1,300
3394,R$950,"R$6,500",R$125,R$83,"R$7,658",1,115
3395,R$845,"R$2,850",R$117,R$37,"R$3,849",1,67
3396,R$0,"R$2,000",R$110,R$31,"R$2,141",1,100
3397,R$0,"R$7,000",R$980,R$106,"R$8,086",1,320
3398,R$590,"R$2,050",R$0,R$26,"R$2,666",1,77
3399,"R$2,890","R$6,500",R$100,R$83,"R$9,573",1,270
3400,"R$1,300","R$4,600",R$242,R$59,"R$6,201",0,104
3401,R$467,"R$1,800",R$170,R$23,"R$2,460",1,70
3402,R$500,"R$1,500",R$0,R$20,"R$2,020",1,68
3403,Sem info,"R$20,000",R$0,R$254,"R$20,250",1,410
3404,R$180,"R$1,200",R$0,R$16,"R$1,396",1,60
3405,"R$3,200","R$13,000","R$1,250",R$165,"R$17,620",1,270
3406,"R$1,300","R$3,000",R$109,R$39,"R$4,448",1,65
3407,Incluso,"R$2,700",R$378,R$41,"R$3,119",1,100
3408,"R$2,900","R$10,000",R$584,R$127,"R$13,610",1,250
3409,"R$1,500","R$3,510",R$209,R$45,"R$5,264",1,119
3410,"R$6,000","R$4,000","R$2,500",R$51,"R$12,550",1,394
3411,"R$1,400","R$5,000","R$1,000",R$76,"R$7,476",0,660
3412,R$307,"R$1,555",R$0,R$20,"R$1,882",1,40
3413,R$556,"R$2,390",R$4,R$31,"R$2,981",1,60
3414,"R$2,680","R$9,800",R$667,R$125,"R$13,270",1,240
3415,"R$1,800","R$9,500",R$482,R$121,"R$11,900",1,180
3416,R$0,"R$7,500",R$742,R$113,"R$8,355",1,400
3417,"R$3,570","R$14,000","R$1,256",R$178,"R$19,000",1,250
3418,R$457,"R$1,170",R$55,R$15,"R$1,697",0,60
3419,R$725,"R$1,200",R$71,R$16,"R$2,012",0,77
3420,"R$1,684","R$7,000","R$1,020",R$89,"R$9,793",1,154
3421,Sem info,"R$3,700",R$459,R$56,"R$4,215",1,250
3422,R$0,"R$6,900",R$230,R$104,"R$7,234",0,450
3423,"R$1,828","R$12,000",R$472,R$153,"R$14,450",1,179
3424,R$0,"R$15,000","R$1,800",R$226,"R$17,030",1,400
3425,R$200,"R$1,700",R$17,R$22,"R$1,939",1,102
3426,R$0,"R$1,630",R$84,R$25,"R$1,739",1,45
3427,"R$1,500","R$8,000",R$500,R$102,"R$10,100",1,90
3428,"R$2,500","R$3,916",R$586,R$50,"R$7,052",1,230
3429,R$0,"R$6,200","R$1,200",R$94,"R$7,494",1,220
3430,R$724,"R$1,250",R$0,R$16,"R$1,990",1,58
3431,R$800,"R$1,070",R$84,R$14,"R$1,968",0,67
3432,"R$1,000","R$3,000",R$50,R$39,"R$4,089",1,113
3433,"R$2,500","R$2,700",R$704,R$35,"R$5,939",1,111
3434,R$550,"R$1,450",R$0,R$19,"R$2,019",1,50
3435,R$724,"R$3,500",R$119,R$45,"R$4,388",1,54
3436,R$0,"R$4,000",R$220,R$61,"R$4,281",1,300
3437,R$723,"R$2,360",R$81,R$30,"R$3,194",1,65
3438,R$0,"R$3,600",R$390,R$55,"R$4,045",1,80
3439,R$560,"R$1,200",R$7,R$16,"R$1,783",1,50
3440,R$0,"R$1,020",R$30,R$13,"R$1,063",1,35
3441,R$0,"R$2,700",R$300,R$41,"R$3,041",1,200
3442,R$518,R$900,R$45,R$12,"R$1,475",0,43
3443,R$290,"R$1,573",R$60,R$20,"R$1,943",1,41
3444,"R$1,283","R$7,400",R$286,R$94,"R$9,063",1,63
3445,"R$2,289","R$7,000",R$860,R$89,"R$10,240",1,190
3446,R$0,"R$7,500",R$552,R$113,"R$8,165",1,500
3447,R$612,"R$1,850",R$95,R$24,"R$2,581",1,73
3448,R$600,R$700,R$69,R$9,"R$1,378",0,104
3449,Sem info,R$700,R$80,R$11,R$791,1,35
3450,R$100,"R$5,500",R$158,R$83,"R$5,841",1,120
3451,R$170,"R$1,850",R$123,R$28,"R$2,171",1,55
3452,R$0,"R$2,600",R$0,R$40,"R$2,640",1,240
3453,"R$4,670","R$6,000","R$1,195",R$77,"R$11,940",1,400
3454,"R$1,750","R$4,500",R$0,R$58,"R$6,308",1,200
3455,R$580,"R$2,049",R$88,R$26,"R$2,743",1,40
3456,R$470,"R$1,300",R$50,R$17,"R$1,837",1,68
3457,R$0,"R$4,000",R$124,R$61,"R$4,185",1,150
3458,R$400,"R$1,700",R$54,R$22,"R$2,176",1,50
3459,R$700,"R$1,450",R$79,R$19,"R$2,248",0,113
3460,"R$1,100","R$6,250",R$490,R$80,"R$7,920",1,88
3461,"R$1,018","R$1,500",R$201,R$20,"R$2,739",1,90
3462,Sem info,"R$9,240","R$1,042",R$139,"R$10,420",1,350
3463,R$0,"R$11,470","R$1,009",R$173,"R$12,650",1,340
3464,"R$1,100","R$5,800",R$284,R$74,"R$7,258",1,86
3465,"R$2,250","R$8,000",R$609,R$102,"R$10,960",1,216
3466,"R$1,927","R$5,200",R$709,R$66,"R$7,902",1,170
3467,Incluso,"R$15,000","R$1,123",R$226,"R$16,350",1,400
3468,R$880,"R$1,200",R$129,R$16,"R$2,225",0,77
3469,R$680,"R$8,000",R$417,R$121,"R$9,218",0,350
3470,R$0,"R$2,230",R$250,R$34,"R$2,514",1,145
3471,"R$2,420","R$8,500",R$400,R$108,"R$11,430",1,180
3472,"R$1,820","R$5,500",R$667,R$70,"R$8,057",1,144
3473,R$802,"R$3,005",R$6,R$39,"R$3,852",1,60
3474,R$440,"R$6,000",R$0,R$77,"R$6,517",1,220
3475,"R$1,052","R$6,400",R$114,R$82,"R$7,648",1,60
3476,R$0,"R$3,800",R$0,R$25,"R$3,825",1,165
3477,"R$4,000","R$3,502","R$1,250",R$45,"R$8,797",1,400
3478,R$694,"R$1,900",R$38,R$25,"R$2,657",1,77
3479,R$0,"R$10,000",R$373,R$151,"R$10,520",1,215
3480,R$605,"R$1,780",R$68,R$23,"R$2,476",0,78
3481,R$980,"R$1,800",R$225,R$23,"R$3,028",1,96
3482,"R$2,700","R$7,000","R$1,500",R$89,"R$11,290",1,400
3483,"R$1,520","R$5,000",R$0,R$36,"R$6,556",1,120
3484,R$720,"R$3,250",R$67,R$42,"R$4,079",1,53
3485,R$832,"R$1,750",R$0,R$13,"R$2,595",1,70
3486,R$820,"R$6,330",R$148,R$81,"R$7,379",1,100
3487,R$270,R$800,R$40,R$11,"R$1,121",0,69
3488,R$0,"R$1,350",R$87,R$21,"R$1,458",1,25
3489,R$455,"R$1,299",R$0,R$17,"R$1,771",1,68
3490,R$730,"R$1,850",R$70,R$24,"R$2,674",1,30
3491,"R$2,690","R$10,000",R$520,R$127,"R$13,340",1,156
3492,R$385,"R$3,000",R$125,R$39,"R$3,549",1,33
3493,"R$1,805","R$2,800",R$775,R$36,"R$5,416",1,205
3494,"R$2,500","R$3,100",R$500,R$40,"R$6,140",1,79
3495,R$695,"R$2,550",R$284,R$33,"R$3,562",1,70
3496,R$0,"R$1,094",R$0,R$5,"R$1,099",1,40
3497,R$0,"R$7,735",R$417,R$117,"R$8,269",0,438
3498,R$0,"R$1,000",R$43,R$13,"R$1,056",1,30
3499,"R$2,300","R$7,000","R$1,084",R$89,"R$10,470",1,212
3500,R$515,"R$1,700",R$29,R$22,"R$2,266",1,32
3501,"R$2,980","R$14,000","R$1,834",R$178,"R$18,990",1,269
3502,R$460,"R$1,100",R$4,R$14,"R$1,578",1,63
3503,R$300,"R$2,000",R$0,R$26,"R$2,326",1,39
3504,"R$1,600","R$4,000",R$0,R$51,"R$5,651",1,200
3505,"R$2,500","R$2,500",R$340,R$32,"R$5,372",1,290
3506,"R$2,000","R$1,950",R$229,R$25,"R$4,204",1,30
3507,"R$1,350","R$9,500",R$792,R$121,"R$11,760",1,176
3508,R$900,"R$3,000",R$80,R$39,"R$4,019",1,77
3509,R$198,"R$1,490",R$66,R$19,"R$1,773",1,47
3510,"R$1,400","R$4,500",R$317,R$58,"R$6,275",1,135
3511,R$450,"R$2,100",R$250,R$32,"R$2,832",1,108
3512,"R$2,835","R$13,800",R$694,R$175,"R$17,500",1,212
3513,"R$2,200","R$8,900",R$300,R$113,"R$11,510",1,140
3514,R$390,R$800,R$50,R$11,"R$1,251",0,51
3515,R$565,"R$3,800",R$24,R$49,"R$4,438",1,42
3516,"R$1,100","R$4,000",R$455,R$51,"R$5,606",1,108
3517,R$403,R$500,R$15,R$7,R$925,0,53
3518,"R$4,255","R$12,750","R$1,692",R$162,"R$18,860",1,254
3519,R$351,R$900,R$40,R$12,"R$1,303",0,67
3520,R$500,"R$2,000",R$3,R$26,"R$2,529",1,50
3521,"R$2,600","R$4,000",R$417,R$51,"R$7,068",1,115
3522,R$341,"R$1,184",R$60,R$15,"R$1,600",0,70
3523,"R$1,350","R$2,500",R$200,R$32,"R$4,082",1,140
3524,"R$2,040","R$13,590",R$292,R$173,"R$16,090",1,156
3525,"R$3,700","R$9,500","R$1,417",R$121,"R$14,740",1,295
3526,R$330,"R$2,100",R$107,R$27,"R$2,564",1,42
3527,Sem info,"R$6,000","R$2,309",R$91,"R$8,400",1,480
3528,R$950,"R$3,400",R$215,R$44,"R$4,609",1,65
3529,"R$2,300","R$9,700","R$1,084",R$123,"R$13,210",1,220
3530,R$710,"R$2,200",R$75,R$28,"R$3,013",1,57
3531,"R$1,900","R$7,500",R$529,R$96,"R$10,030",1,170
